8.531477936434209708e-01,5.110850639537818374e-01,5.184140602966835765e-01,4.207135337716559342e-01,6.880033718462317260e-01,4.407938743374124613e-01,4.543553296258232566e-01,7.208104541114218611e-01,4.511125127936531642e-01,3.300247605310140386e-01,3.864447686200988552e-01,5.797303375392686142e-01,1.000000000000000000e+00
8.072639369866474457e-01,5.020123990548042148e-01,4.206186071761322531e-01,4.339037773283233035e-01,7.778729917799824811e-01,4.719573742080984680e-01,5.290850596733922551e-01,7.708474370972580036e-01,3.914254457123121922e-01,2.830631137775018735e-01,3.699624154892191541e-01,6.564386433520960074e-01,1.000000000000000000e+00
8.072639369866474457e-01,5.020123990548042148e-01,4.206186071761322531e-01,4.339037773283233035e-01,7.778729917799824811e-01,4.719573742080984680e-01,5.290850596733922551e-01,7.708474370972580036e-01,3.914254457123121922e-01,2.830631137775018735e-01,3.699624154892191541e-01,6.564386433520960074e-01,1.000000000000000000e+00
3.689709327713841525e-01,2.310111737433614421e-01,3.476449332307710027e-01,4.755411179485147244e-01,9.108079213881121738e-01,4.577277571307201698e-01,2.863588945115560502e-01,3.356332050394932875e-01,2.655836798809886878e-01,2.077970824235274294e-01,3.072004893282949123e-01,6.295366865473710494e-01,1.000000000000000000e+00
6.862786021987133944e-01,4.390709525232842081e-01,4.473387371421443381e-01,4.117834844258204119e-01,6.688004066747744725e-01,4.081961755495278066e-01,4.241853589597560092e-01,7.390941803580961533e-01,5.878592382786929083e-01,7.318805193596528147e-01,4.729441490220206989e-01,5.367907802598597122e-01,1.000000000000000000e+00
8.684989484594092257e-01,5.110663914504387506e-01,5.278496112882591351e-01,4.117658681803917364e-01,7.137707062468334751e-01,4.292117940612338312e-01,4.288582705121748440e-01,7.281712375057542985e-01,4.522431130575911840e-01,3.158883171396189016e-01,3.529429758867421718e-01,5.877055365023379219e-01,1.000000000000000000e+00
3.995275623438480639e-01,2.170595950266866747e-01,3.752451887459809510e-01,4.287899500804842612e-01,9.267803601591156903e-01,4.477812646638406058e-01,2.308703115107887949e-01,4.477520082527275402e-01,4.120768409863318493e-01,2.024337191908516242e-01,2.927283732394884708e-01,6.988189756460524427e-01,1.000000000000000000e+00
7.783463940934475245e-01,4.621757419761063357e-01,4.213675854269350873e-01,4.292103628292748274e-01,8.014813648339093044e-01,4.411722983735044679e-01,4.167094884691272538e-01,7.173399606308170640e-01,4.399856831583902617e-01,3.640456135419166683e-01,4.008828270511990421e-01,5.651515267182277702e-01,1.000000000000000000e+00
7.728640269920362682e-01,4.334331506776213372e-01,3.834983719231902510e-01,3.669341535311974045e-01,6.633427677403352929e-01,3.846119838591516293e-01,4.170633718041711901e-01,8.030048764393504790e-01,5.401949676703075021e-01,5.385515815441118681e-01,4.260736651095918814e-01,5.306332058262540619e-01,1.000000000000000000e+00
4.244082780253720100e-01,1.988951736155838701e-01,3.209629803840765572e-01,3.617928368105458592e-01,9.106747085474570236e-01,4.009907766343115409e-01,2.265847393147725763e-01,4.140501794289284665e-01,4.127818511668026047e-01,1.789101841427112038e-01,2.792429734317761758e-01,8.372620031018537246e-01,1.000000000000000000e+00
